Albemarle,NC,35.3400,-80.2108
Albers,IL,38.5129,-89.6058
Albert City,IA,42.7562,-94.9877
Albert Lea,MN,43.6583,-93.3759
Albert,KS,38.4284,-99.0239
Albert,OK,35.2032,-98.3574
Alberta,AL,32.1550,-87.3613
Alberta,MN,45.4920,-96.0618
Alberta,VA,36.8679,-77.9259
Alberton,MT,46.8646,-114.5980
Albertson,NC,35.1020,-77.8174
Albertson,NY,40.7702,-73.6514
Albertville,AL,34.3374,-86.1496
Albertville,MN,45.2420,-93.6584
Albia,IA,41.0336,-92.8450
Albin,WY,41.4478,-104.2664
Albion,CA,39.2160,-123.6942
Albion,IA,42.1290,-93.0289
Albion,ID,42.3809,-113.6004
Albion,IL,38.3837,-88.0653
Albion,IN,41.3591,-85.4305
Albion,ME,44.5519,-69.4438
Albion,MI,42.2935,-84.7509
Albion,NE,41.7385,-98.0683
Albion,NY,43.2352,-78.2071
Albion,OK,34.6617,-95.0983
Albion,PA,41.8814,-80.3927
Albion,RI,41.9523,-71.4541
Albion,WA,46.7963,-117.2490
Alborn,MN,46.9769,-92.6702
Albright,WV,39.5547,-79.6446
Albrightsville,PA,40.9923,-75.5777
Albuquerque,NM,35.1025,-106.6117
Alburg,VT,44.9283,-73.2775
Alburnett,IA,42.1567,-91.6378
Alburtis,PA,40.4543,-75.6600
Alcalde,NM,36.1475,-105.9949
Alcester,SD,42.9742,-96.6319
Alcoa,TN,35.8012,-83.9853
Alcolu,SC,33.7878,-80.1541
Alcova,WY,42.6687,-107.0550
Alcove,NY,42.4825,-73.9367
Alda,NE,40.8576,-98.4595
Alden,IA,42.5174,-93.3921
Alden,IL,42.4581,-88.5200
Alden,KS,38.2031,-98.3626
Alden,MI,44.8721,-85.2190
Alden,MN,43.6467,-93.5451
Alden,NY,42.9038,-78.5008
Alder Creek,NY,43.4228,-75.2209
Alder,MT,45.2894,-112.1041
Alderpoint,CA,40.1820,-123.6069
Alderson,OK,34.8989,-95.6933
Alderson,WV,37.7820,-80.6619
Aldie,VA,38.9636,-77.6131
Aldrich,MN,46.3435,-94.9414
Aldrich,MO,37.5361,-93.5826
Aledo,IL,41.1987,-90.7219
Aledo,TX,32.6655,-97.6125
Aleknagik,AK,59.2473,-158.6226
Aleppo,PA,39.7848,-80.4884
Alex,OK,34.9413,-97.7366
Alexander City,AL,32.9061,-85.9370
Alexander,AR,34.6574,-92.5295
Alexander,IA,42.7972,-93.4491
Alexander,IL,39.7452,-90.0514
Alexander,KS,38.4294,-99.5398
Alexander,NC,35.6902,-82.6476
Alexander,ND,47.7629,-103.6404
Alexander,NY,42.9214,-78.2580
Alexandria Bay,NY,44.3325,-75.8850
Alexandria,AL,33.7752,-85.9045
Alexandria,IN,40.2493,-85.6708
Alexandria,KY,38.9191,-84.3943
Alexandria,LA,31.2519,-92.4535
Alexandria,MN,45.8934,-95.3971
Alexandria,MO,40.3734,-91.5145
Alexandria,NE,40.2560,-97.4348
Alexandria,OH,40.0926,-82.6064
Alexandria,PA,40.5500,-78.1019
Alexandria,SD,43.6746,-97.7466
Alexandria,TN,36.0572,-86.0072
Alexandria,VA,38.7909,-77.0947
Alexis,IL,41.0755,-90.5964
Alexis,NC,35.4036,-81.1010
Alford,FL,30.6363,-85.3757
Alfred Station,NY,42.2414,-77.7916
Alfred,ME,43.4958,-70.6841
Alfred,NY,42.2541,-77.7907
Alger,MI,44.1443,-84.1708
Alger,OH,40.6841,-83.7957
Algodones,NM,35.3540,-106.3799
Algoma,MS,34.1789,-88.9657
Algoma,WI,44.6069,-87.5174
Algona,IA,43.0677,-94.2232
Algonac,MI,42.6376,-82.5823
Algonquin,IL,42.1617,-88.3285
Alhambra,CA,33.7866,-118.2987
Alhambra,IL,38.8848,-89.7532
Alice,TX,27.7039,-98.0844
Aliceville,AL,33.1071,-88.1529
Alicia,AR,35.9596,-91.0828
Alief,TX,29.8340,-95.4342
Aline,OK,36.4777,-98.5327
Aliquippa,PA,40.5890,-80.3279
Aliso Viejo,CA,33.5717,-117.7289
Alix,AR,35.4101,-93.7267
Alkol,WV,38.1506,-81.9346
Allakaket,AK,66.5766,-152.9535
Allamuchy,NJ,40.9135,-74.8312
Allardt,TN,36.3844,-84.7543
Alledonia,OH,39.8972,-80.9670
Alleene,AR,33.7670,-94.2624
Allegan,MI,42.5602,-85.8586
Allegany,NY,42.1518,-78.5319
Allegany,OR,43.4252,-124.0336
Alleghany,CA,39.4656,-120.8461
Alleman,IA,41.8058,-93.6099
Allen Junction,WV,37.5916,-81.3499
Allen Park,MI,42.2654,-83.2080
Allen,KS,38.6520,-96.1659
Allen,KY,37.6102,-82.7171
Allen,MD,38.2859,-75.6899
Allen,MI,41.9487,-84.7670
Allen,NE,42.4454,-96.8560
Allen,OK,34.8021,-96.4039
Allen,SD,43.3030,-101.9226
Allen,TX,33.0989,-96.6526
Allendale,IL,38.5288,-87.7319
Allendale,MI,42.9742,-85.9311
Allendale,MO,40.4832,-94.2882
Allendale,NJ,41.0334,-74.1350
Allendale,SC,32.9848,-81.3515
Allenhurst,GA,31.7591,-81.6073
Allenhurst,NJ,40.3027,-74.2493
Allenport,PA,40.0983,-79.8507
Allenspark,CO,40.2092,-105.5692
Allensville,KY,36.7060,-87.0762
Allensville,PA,40.5413,-77.7951
Allenton,MI,42.9388,-82.9266
Allenton,MO,38.4977,-90.6731
Allenton,WI,43.4684,-88.3714
Allentown,GA,32.6041,-83.2022
Allentown,NJ,40.1493,-74.5551
Allentown,NY,42.0906,-78.0622
Allentown,PA,40.5856,-75.6211
Allenwood,NJ,40.1414,-74.1100
Allenwood,PA,41.1177,-77.0423
Allerton,IA,40.6671,-93.3842
Allerton,IL,39.9236,-87.9083
Alleyton,TX,29.6923,-96.4265
Allgood,AL,33.9663,-86.3836
Alliance,NC,35.1467,-76.7992
Alliance,NE,42.1016,-103.0607
Alliance,OH,40.9157,-81.1330
Alligator,MS,34.1024,-90.7611
Allison Park,PA,40.5725,-79.9579
Allison,IA,42.7449,-92.8318
Allison,PA,39.9871,-79.8625
Allison,TX,35.5449,-100.1452
Allons,TN,36.5188,-85.3481
Allouez,MI,47.3646,-88.3515
Alloway,NJ,39.5629,-75.3495
Alloy,WV,38.1816,-81.3288
Allport,PA,40.9515,-78.1942
Allred,TN,36.3143,-85.2032
Allston,MA,42.3596,-71.1287
Allyn,WA,47.3759,-122.8419
Alma Center,WI,44.4483,-90.9446
Alma,AL,31.4825,-87.8801
Alma,AR,35.4656,-94.1990
Alma,CO,39.2968,-106.0663
Alma,GA,31.5428,-82.4485
Alma,IL,38.7445,-88.9331
Alma,KS,38.9637,-96.3068
Alma,MI,43.3893,-84.6667
Alma,MO,39.1010,-93.5436
Alma,NE,40.1554,-99.3397
Alma,NY,42.0221,-78.0643
Alma,WI,44.3421,-91.8303
Alma,WV,39.4166,-80.8247
Almelund,MN,45.4787,-92.7959
Almena,KS,39.8566,-99.7385
Almena,WI,45.4071,-92.0246
Almira,WA,47.7237,-118.9360
Almo,ID,42.1103,-113.6275
Almo,KY,36.6942,-88.2882
Almond,NC,35.4078,-83.6466
Almond,NY,42.3137,-77.8612
Almond,WI,44.2765,-89.3483
Almont,CO,38.8212,-106.6305
Almont,MI,42.9358,-83.0440
Almont,ND,46.6818,-101.5231
Almyra,AR,34.3828,-91.3883
Alna,ME,44.0845,-69.6278
Alpaugh,CA,35.9586,-119.4550
Alpena,AR,36.2517,-93.3196
Alpena,MI,45.0657,-83.4552
Alpena,SD,44.1902,-98.3562
Alpha,IL,41.2040,-90.3768
Alpha,KY,36.7694,-85.0146
Alpha,MI,46.0171,-88.3050
Alpha,MN,43.6454,-94.8824
Alpha,OH,39.7081,-84.0202
Alpharetta,GA,34.0817,-84.2553
Alpine,AL,33.3422,-86.2250
Alpine,AR,34.2290,-93.3805
Alpine,AZ,33.8380,-109.1935
Alpine,CA,32.8002,-116.7100
Alpine,NJ,40.9627,-73.9164
Alpine,NY,42.3715,-76.7369
Alpine,TN,36.3713,-85.1656
Alpine,TX,30.3631,-103.6539
Alpine,UT,40.5037,-111.7075
Alpine,WY,43.1220,-111.0151
Alplaus,NY,42.8539,-73.9031
Alsea,OR,44.3534,-123.6509
Alsen,ND,48.6525,-98.5796
Alsey,IL,39.5572,-90.4333
Alsip,IL,41.6714,-87.7371
Alstead,NH,43.1351,-72.3392
Alston,GA,32.0806,-82.4797
Alta Vista,IA,43.1917,-92.4658
Alta Vista,KS,38.8951,-96.4602
Alta,CA,39.2176,-120.7924
Alta,IA,42.7060,-95.3188
Alta,WY,43.7364,-111.2219
Altadena,CA,34.2005,-118.1362
Altair,TX,29.5915,-96.4820
Altamahaw,NC,36.1843,-79.5067
Altamont,IL,39.0799,-88.7209
Altamont,KS,37.1574,-95.3221
Altamont,MO,39.9010,-94.0923
Altamont,NY,42.6907,-74.0225
Altamont,TN,35.4294,-85.7893
Altamont,UT,40.4345,-110.2552
Altamonte Springs,FL,28.6645,-81.3925
Altaville,CA,38.0731,-120.5701
Altavista,VA,37.1493,-79.2328
Altenburg,MO,37.5874,-89.5903
Altha,FL,30.5148,-85.1605
Altheimer,AR,34.3068,-91.8441
Altmar,NY,43.4877,-75.9502
Alto Pass,IL,37.5707,-89.3535
Alto,GA,34.4430,-83.5802
Alto,MI,42.8237,-85.3988
Alto,NM,33.3944,-105.6669
Alto,TX,31.6103,-95.0762
Alton Bay,NH,43.4993,-71.2751
Alton,AL,33.5798,-86.6390
Alton,IA,42.9827,-95.9894
Alton,IL,38.9455,-90.1282
Alton,KS,39.4375,-98.9260
Alton,MO,36.7095,-91.3567
Alton,NH,43.4639,-71.2323
Alton,NY,43.2087,-76.9832
Alton,UT,37.4666,-112.5095
Alton,VA,36.6064,-79.0475
Altona,IL,41.1276,-90.1557
Altona,NY,44.8462,-73.5491
Altonah,UT,40.4716,-110.3273
Altoona,AL,34.0394,-86.2873
Altoona,FL,29.0590,-81.6175
Altoona,IA,41.6472,-93.4600
Altoona,KS,37.5621,-95.6338
Altoona,PA,40.5536,-78.4240
Altoona,WI,44.8051,-91.4283
Altura,MN,44.1290,-91.9592
Alturas,CA,41.4384,-120.5340
Alturas,FL,27.8623,-81.7106
Altus Afb,OK,34.5982,-99.4408
Altus,AR,35.4441,-93.7214
Altus,OK,34.6182,-99.2732
Alum Bank,PA,40.2048,-78.6298
Alum Bridge,WV,39.0497,-80.6724
Alum Creek,WV,38.2493,-81.7578
Alva,FL,26.7416,-81.6363
Alva,OK,36.7747,-98.8580
Alva,WY,44.6918,-104.4534
Alvada,OH,41.0429,-83.4200
Alvadore,OR,44.1285,-123.2671
Alvarado,MN,48.2097,-96.9804
Alvarado,TX,32.4300,-97.1929
Alvaton,KY,36.8611,-86.3474
Alverda,PA,40.6294,-78.8583
Alverton,PA,40.1353,-79.5987
Alvin,IL,40.2899,-87.6259
Alvin,TX,29.3656,-95.2525
Alviso,CA,37.4412,-121.9905
Alvo,NE,40.8780,-96.3884
Alvord,IA,43.3599,-96.3117
Alvord,TX,33.3537,-97.6778
Alvordton,OH,41.6702,-84.4569
Alzada,MT,45.2398,-104.5391
Ama,LA,29.9411,-90.3036
Amado,AZ,31.7172,-111.0226
Amador City,CA,38.4233,-120.8262
Amagansett,NY,40.9763,-72.1337
Amagon,AR,35.5543,-91.0774
Amalia,NM,36.8030,-105.5837
Amana,IA,41.6864,-92.0636
Amanda Park,WA,47.4727,-123.9219
Amanda,OH,39.6436,-82.7613
Amargosa Valley,NV,36.5349,-116.4730
Amarillo,TX,35.4015,-101.8951
Amasa,MI,46.2380,-88.4411
Amawalk,NY,41.2924,-73.7623
Amazonia,MO,39.8887,-94.9089
Amber,OK,35.1526,-97.8514
Amberg,WI,45.4839,-88.0587
Amberson,PA,40.1971,-77.6514
Ambia,IN,40.4803,-87.5001
Ambler,AK,67.0822,-157.9008
Ambler,PA,40.1843,-75.2168
Amboy,CA,34.4544,-115.5455
Amboy,IL,41.7075,-89.3524
Amboy,IN,40.6356,-85.9490
Amboy,MN,43.9028,-94.1787
Amboy,WA,45.9314,-122.4487
Ambridge,PA,40.5996,-80.2078
Ambrose,GA,31.5449,-83.0214
Ambrose,ND,48.8817,-103.5094
Amelia Court House,VA,37.3479,-77.9724
Amelia,LA,29.6976,-91.2760
Amelia,NE,42.2553,-98.9046
Amelia,OH,39.0131,-84.2049
Amenia,ND,47.0214,-97.2610
Amenia,NY,41.8506,-73.5783
American Canyon,CA,38.1890,-122.2541
American Falls,ID,42.7275,-112.9902
American Fork,UT,40.3930,-111.7838
Americus,GA,32.0512,-84.1815
Americus,KS,38.5390,-96.2711
Amery,WI,45.3314,-92.3695
Ames,IA,42.0236,-93.6485
Ames,NE,41.4921,-96.6388
Ames,OK,36.2098,-98.1772
Amesbury,MA,42.8541,-70.9521
Amesville,OH,39.4278,-81.9215
Amf Ohare,IL,41.9724,-87.8951
Amherst Junction,WI,44.5313,-89.3046
Amherst,CO,40.6819,-102.1495
Amherst,MA,42.3896,-72.4534
Amherst,NE,40.9094,-99.2834
Amherst,NH,42.8706,-71.6124
Amherst,OH,41.3568,-82.2620
Amherst,SD,45.7479,-97.9173
Amherst,TX,34.0523,-102.3479
Amherst,VA,37.6357,-79.0982
Amherst,WI,44.4068,-89.3251
Amherstdale,WV,37.7826,-81.7709
Amidon,ND,46.4869,-103.3276
Amigo,WV,37.6033,-81.5400
Amissville,VA,38.7016,-78.0009
Amistad,NM,35.9110,-103.2080
Amite,LA,30.7308,-90.6098
Amity,AR,34.2453,-93.4386
Amity,MO,39.9008,-94.4951
Amity,OR,45.1076,-123.2325
Amity,PA,40.0512,-80.1577
Amityville,NY,40.6863,-73.4123
Amlin,OH,40.0537,-83.2180
Amma,WV,38.5756,-81.2614
Ammon,VA,37.1615,-77.5852
Amo,IN,39.6972,-86.5823
Amonate,VA,37.1902,-81.6406
Amoret,MO,38.2550,-94.5538
Amorita,OK,36.9483,-98.2738
Amory,MS,33.9453,-88.4080
Amsterdam,MO,38.3553,-94.5444
Amsterdam,NY,42.9693,-74.1224
Amsterdam,OH,40.4742,-80.9509
Amston,CT,41.6276,-72.3727
Anabel,MO,39.7429,-92.3282
Anacoco,LA,31.2150,-93.3729
Anaconda,MT,46.1241,-112.9701
Anacortes,WA,48.4648,-122.6093
Anadarko,OK,35.0583,-98.2424
Anaheim,CA,33.6403,-117.7694
Anahola,HI,22.1291,-159.3456
Anahuac,TX,29.6824,-94.6512
Anaktuvuk Pass,AK,68.2408,-151.8927
Analomink,PA,41.0533,-75.2238
Anamoose,ND,47.8689,-100.2197
Anamosa,IA,42.1386,-91.2483
Anatone,WA,46.0829,-117.2752
Anawalt,WV,37.3440,-81.4151
Anchor Point,AK,59.8224,-151.5983
Anchor,IL,40.5377,-88.4989
Anchorage,AK,61.1872,-149.8804
Anchorville,MI,42.8241,-82.6652
Ancona,IL,41.0440,-88.8727
Ancram,NY,42.0658,-73.6550
Ancramdale,NY,42.0316,-73.5750
Andale,KS,37.7647,-97.6351
Andalusia,AL,31.2487,-86.5897
Andalusia,IL,41.4370,-90.7251
Anderson Island,WA,47.1558,-122.7074
Anderson,AK,64.2070,-148.9743
Anderson,AL,34.9414,-87.2424
Anderson,CA,40.4458,-122.3548
Anderson,IN,40.0973,-85.6710
Anderson,MO,36.6578,-94.4319
Anderson,SC,34.4797,-82.6782
Anderson,TX,30.5331,-96.0002
Andersonville,GA,32.1831,-84.0456
Andersonville,TN,36.2281,-84.0039
Andes,NY,42.1686,-74.7891
Andover,CT,41.7320,-72.3746
Andover,IA,41.9873,-90.2399
Andover,IL,41.2948,-90.2881
Andover,KS,37.6941,-97.1030
Andover,MA,42.6472,-71.1842
Andover,ME,44.6600,-70.8084
Andover,MN,45.2573,-93.2741
Andover,NH,43.4462,-71.7949
Andover,NJ,40.9677,-74.7509
Andover,NY,42.1534,-77.8007
Andover,OH,41.6243,-80.6074
Andover,SD,45.4433,-97.9402
Andover,VA,36.9938,-82.5359
Andreas,PA,40.7447,-75.8181
Andrew,IA,42.1533,-90.5922
Andrews Air Force Base,MD,38.8061,-76.8754
Andrews,IN,40.8260,-85.6154
Andrews,NC,35.1976,-83.8049
Andrews,SC,33.4465,-79.6251
Andrews,TX,32.3046,-102.6379
Aneta,ND,47.7044,-98.0094
Aneth,UT,37.2108,-109.2900
Angel Fire,NM,36.4018,-105.2876
Angela,MT,46.0180,-106.9920
Angelica,NY,42.3500,-77.9756
Angels Camp,CA,38.0468,-120.6134
Angelus Oaks,CA,34.1810,-116.8654
Angie,LA,30.9138,-89.8703
Angier,NC,35.4832,-78.6798
Angle Inlet,MN,49.3209,-94.9222
Angleton,TX,29.1851,-95.4554
Angola,IN,41.6641,-85.0003
Angola,LA,30.9967,-91.5405
Angola,NY,42.6326,-79.0278
Angoon,AK,57.4465,-134.4846
Angora,MN,47.7469,-92.7579
Angora,NE,41.8439,-102.9412
Anguilla,MS,32.9531,-90.8020
Angwin,CA,38.5771,-122.4411
Aniak,AK,61.2079,-158.6081
Animas,NM,31.7838,-108.7683
Anita,IA,41.4319,-94.7680
Anita,PA,41.0105,-78.9587
Aniwa,WI,45.0274,-89.3028
Ankeny,IA,41.7248,-93.6017
Anmoore,WV,39.2583,-80.2891
Ann Arbor,MI,42.2747,-83.7472
Anna Maria,FL,27.5319,-82.7339
Anna,IL,37.4444,-89.1705
Anna,OH,40.3984,-84.2079
Anna,TX,33.3398,-96.5289
Annabella,UT,38.7074,-112.0624
Annada,MO,39.2779,-90.8120
Annandale On Hudson,NY,42.0124,-73.8983
Annandale,MN,45.2603,-94.1308
Annandale,NJ,40.6248,-74.8939
Annandale,VA,38.8381,-77.2121
Annapolis Junction,MD,39.1293,-76.7670
Annapolis,CA,38.7189,-123.3312
Annapolis,IL,39.1444,-87.8383
Annapolis,MD,39.0266,-76.5504
Annapolis,MO,37.4125,-90.5068
Annawan,IL,41.4244,-89.9291
Anniston,AL,33.7232,-85.7918
Anniston,MO,36.8340,-89.3643
Annona,TX,33.4996,-94.8784
Annville,KY,37.3021,-83.9695
Annville,PA,40.3443,-76.5512
Anoka,MN,45.2874,-93.4336
Anselmo,NE,41.7065,-99.8542
Ansley,NE,41.3143,-99.3760
Anson,ME,44.7725,-69.9588
Anson,TX,32.7494,-99.8959
Ansonia,CT,41.3433,-73.0654
Ansonia,OH,40.2150,-84.6523
Ansonville,NC,35.1056,-80.1097
Ansted,WV,38.1455,-81.1125
Antelope,CA,38.7161,-121.3626
Antelope,MT,48.6936,-104.3675
Antelope,OR,44.9527,-120.6510
Antes Fort,PA,41.2397,-77.0504
Anthon,IA,42.3728,-95.9227
Anthony,FL,29.3013,-82.1028
Anthony,KS,37.1189,-98.0656
Anthony,NM,31.9950,-106.7325
Anthony,TX,31.9708,-106.5943
Antigo,WI,45.1027,-89.1910
Antimony,UT,38.0936,-112.0043
Antioch,CA,37.9790,-121.7880
Antioch,IL,42.4669,-88.0550
